plan_id,plan_name,monthly_fee,data_limit_gb
105054,Plan_5054,50,100
105055,Plan_5055,10,20
105056,Plan_5056,10,50
105057,Plan_5057,20,100
105058,Plan_5058,20,5
105059,Plan_5059,40,50
105060,Plan_5060,20,10
105061,Plan_5061,50,5
105062,Plan_5062,10,20
105063,Plan_5063,20,10
105064,Plan_5064,20,10
105065,Plan_5065,50,10
105066,Plan_5066,20,10
105067,Plan_5067,50,10
105068,Plan_5068,30,5
105069,Plan_5069,50,20
105070,Plan_5070,40,20
105071,Plan_5071,20,100
105072,Plan_5072,20,20
105073,Plan_5073,50,100
105074,Plan_5074,50,20
105075,Plan_5075,10,5
105076,Plan_5076,30,5
105077,Plan_5077,10,100
105078,Plan_5078,30,50
105079,Plan_5079,50,5
105080,Plan_5080,20,20
105081,Plan_5081,10,5
105082,Plan_5082,20,20
105083,Plan_5083,10,20
105084,Plan_5084,20,20
105085,Plan_5085,40,10
105086,Plan_5086,20,100
105087,Plan_5087,50,10
105088,Plan_5088,10,50
105089,Plan_5089,30,5
105090,Plan_5090,30,50
105091,Plan_5091,50,5
105092,Plan_5092,50,50
105093,Plan_5093,50,10
105094,Plan_5094,10,10
105095,Plan_5095,50,5
105096,Plan_5096,10,5
105097,Plan_5097,30,5
105098,Plan_5098,50,20
105099,Plan_5099,30,10
105100,Plan_5100,30,5
105101,Plan_5101,50,20
105102,Plan_5102,20,100
105103,Plan_5103,10,20
105104,Plan_5104,30,50
105105,Plan_5105,50,50
105106,Plan_5106,40,20
105107,Plan_5107,20,100
105108,Plan_5108,10,10
105109,Plan_5109,10,100
105110,Plan_5110,50,100
105111,Plan_5111,20,5
105112,Plan_5112,40,10
105113,Plan_5113,30,50
105114,Plan_5114,50,5
105115,Plan_5115,20,50
105116,Plan_5116,50,100
105117,Plan_5117,10,10
105118,Plan_5118,10,10
105119,Plan_5119,50,50
105120,Plan_5120,30,10
105121,Plan_5121,40,100
105122,Plan_5122,50,5
105123,Plan_5123,30,20
105124,Plan_5124,50,20
105125,Plan_5125,30,50
105126,Plan_5126,30,100
105127,Plan_5127,50,20
105128,Plan_5128,10,100
105129,Plan_5129,30,10
105130,Plan_5130,50,5
105131,Plan_5131,40,100
105132,Plan_5132,40,100
105133,Plan_5133,10,20
105134,Plan_5134,30,10
105135,Plan_5135,50,100
105136,Plan_5136,50,50
105137,Plan_5137,10,50
105138,Plan_5138,10,5
105139,Plan_5139,40,20
105140,Plan_5140,40,50
105141,Plan_5141,20,10
105142,Plan_5142,40,20
105143,Plan_5143,30,50
105144,Plan_5144,10,5
105145,Plan_5145,40,20
105146,Plan_5146,20,50
105147,Plan_5147,40,5
105148,Plan_5148,20,50
105149,Plan_5149,50,5
105150,Plan_5150,30,100
105151,Plan_5151,50,5
105152,Plan_5152,20,20
105153,Plan_5153,20,5
105154,Plan_5154,50,20
105155,Plan_5155,20,50
105156,Plan_5156,40,100
105157,Plan_5157,50,10
105158,Plan_5158,50,50
105159,Plan_5159,30,20
105160,Plan_5160,30,50
105161,Plan_5161,40,10
105162,Plan_5162,30,5
105163,Plan_5163,50,20
105164,Plan_5164,20,10
105165,Plan_5165,20,20
105166,Plan_5166,20,10
105167,Plan_5167,30,100
105168,Plan_5168,10,5
105169,Plan_5169,30,5
105170,Plan_5170,40,10
105171,Plan_5171,30,5
105172,Plan_5172,30,20
105173,Plan_5173,20,50
105174,Plan_5174,50,5
105175,Plan_5175,30,100
105176,Plan_5176,30,20
105177,Plan_5177,40,20
105178,Plan_5178,50,5
105179,Plan_5179,40,10
105180,Plan_5180,40,100
105181,Plan_5181,40,5
105182,Plan_5182,20,20
105183,Plan_5183,20,20
105184,Plan_5184,40,5
105185,Plan_5185,20,10
105186,Plan_5186,20,10
105187,Plan_5187,50,20
105188,Plan_5188,50,20
105189,Plan_5189,30,10
105190,Plan_5190,20,5
105191,Plan_5191,30,100
105192,Plan_5192,20,100
105193,Plan_5193,40,10
105194,Plan_5194,10,20
105195,Plan_5195,10,10
105196,Plan_5196,50,50
105197,Plan_5197,40,10
105198,Plan_5198,50,100
105199,Plan_5199,10,50
105200,Plan_5200,20,5
105201,Plan_5201,40,20
105202,Plan_5202,20,100
105203,Plan_5203,20,10
105204,Plan_5204,10,20
105205,Plan_5205,10,50
105206,Plan_5206,40,100
105207,Plan_5207,20,5
105208,Plan_5208,30,10
105209,Plan_5209,50,10
105210,Plan_5210,40,50
105211,Plan_5211,50,10
105212,Plan_5212,40,5
105213,Plan_5213,40,10
105214,Plan_5214,20,20
105215,Plan_5215,10,10
105216,Plan_5216,10,10
105217,Plan_5217,50,10
105218,Plan_5218,50,5
105219,Plan_5219,30,100
105220,Plan_5220,30,5
105221,Plan_5221,20,10
105222,Plan_5222,10,50
105223,Plan_5223,10,100
105224,Plan_5224,10,5
105225,Plan_5225,50,10
105226,Plan_5226,20,10
105227,Plan_5227,30,100
105228,Plan_5228,20,50
105229,Plan_5229,50,50
105230,Plan_5230,10,100
105231,Plan_5231,10,5
105232,Plan_5232,10,5
105233,Plan_5233,20,100
105234,Plan_5234,30,50
105235,Plan_5235,10,50
105236,Plan_5236,20,10
105237,Plan_5237,30,50
105238,Plan_5238,30,50
105239,Plan_5239,10,100
105240,Plan_5240,30,20
105241,Plan_5241,50,20
105242,Plan_5242,10,50
105243,Plan_5243,50,100
105244,Plan_5244,20,10
105245,Plan_5245,10,20
105246,Plan_5246,30,10
105247,Plan_5247,20,10
105248,Plan_5248,10,50
105249,Plan_5249,40,50
105250,Plan_5250,50,5
105251,Plan_5251,30,20
105252,Plan_5252,40,20
105253,Plan_5253,40,20
105254,Plan_5254,20,50
105255,Plan_5255,10,5
105256,Plan_5256,50,20
105257,Plan_5257,30,10
105258,Plan_5258,50,5
105259,Plan_5259,10,50
105260,Plan_5260,40,50
105261,Plan_5261,40,50
105262,Plan_5262,30,5
105263,Plan_5263,30,10
105264,Plan_5264,40,50
105265,Plan_5265,10,10
105266,Plan_5266,10,100
105267,Plan_5267,20,100
105268,Plan_5268,10,20
105269,Plan_5269,40,100
105270,Plan_5270,10,50
105271,Plan_5271,10,100
105272,Plan_5272,10,10
105273,Plan_5273,20,10
105274,Plan_5274,10,5
105275,Plan_5275,40,50
105276,Plan_5276,50,50
105277,Plan_5277,10,50
105278,Plan_5278,40,50
105279,Plan_5279,20,20
105280,Plan_5280,20,10
105281,Plan_5281,20,10
105282,Plan_5282,40,5
105283,Plan_5283,50,20
105284,Plan_5284,50,10
105285,Plan_5285,10,10
105286,Plan_5286,40,100
105287,Plan_5287,30,100
105288,Plan_5288,30,50
105289,Plan_5289,20,50
105290,Plan_5290,10,5
105291,Plan_5291,30,10
105292,Plan_5292,50,20
105293,Plan_5293,20,5
105294,Plan_5294,10,5
105295,Plan_5295,20,50
105296,Plan_5296,30,10
105297,Plan_5297,50,100
105298,Plan_5298,50,10
105299,Plan_5299,20,5
105300,Plan_5300,20,10
105301,Plan_5301,30,50
105302,Plan_5302,30,100
105303,Plan_5303,50,50
105304,Plan_5304,40,100
105305,Plan_5305,20,10
105306,Plan_5306,40,100
105307,Plan_5307,30,5
105308,Plan_5308,40,100
105309,Plan_5309,20,50
105310,Plan_5310,40,20
105311,Plan_5311,50,5
105312,Plan_5312,30,10
105313,Plan_5313,50,10
105314,Plan_5314,10,5
105315,Plan_5315,10,20
105316,Plan_5316,10,50
105317,Plan_5317,30,10
105318,Plan_5318,40,50
105319,Plan_5319,30,10
105320,Plan_5320,40,50
105321,Plan_5321,20,20
105322,Plan_5322,10,10
105323,Plan_5323,40,10
105324,Plan_5324,30,20
105325,Plan_5325,30,10
105326,Plan_5326,20,50
105327,Plan_5327,30,50
105328,Plan_5328,30,50
105329,Plan_5329,50,50
105330,Plan_5330,40,20
105331,Plan_5331,50,50
105332,Plan_5332,50,20
105333,Plan_5333,50,50
105334,Plan_5334,20,10
105335,Plan_5335,30,100
105336,Plan_5336,30,20
105337,Plan_5337,10,5
105338,Plan_5338,30,50
105339,Plan_5339,20,20
105340,Plan_5340,10,50
105341,Plan_5341,50,10
105342,Plan_5342,50,50
105343,Plan_5343,30,50
105344,Plan_5344,50,20
105345,Plan_5345,10,10
105346,Plan_5346,10,50
105347,Plan_5347,20,50
105348,Plan_5348,40,50
105349,Plan_5349,20,100
105350,Plan_5350,20,20
105351,Plan_5351,10,100
105352,Plan_5352,40,100
105353,Plan_5353,20,20
105354,Plan_5354,30,10
105355,Plan_5355,10,10
105356,Plan_5356,50,5
105357,Plan_5357,30,50
105358,Plan_5358,30,5
105359,Plan_5359,20,10
105360,Plan_5360,20,20
105361,Plan_5361,40,50
105362,Plan_5362,50,5
105363,Plan_5363,30,20
105364,Plan_5364,40,100
105365,Plan_5365,40,10
105366,Plan_5366,30,5
105367,Plan_5367,50,20
105368,Plan_5368,10,50
105369,Plan_5369,10,10
105370,Plan_5370,20,100
105371,Plan_5371,50,10
105372,Plan_5372,10,20
105373,Plan_5373,40,100
105374,Plan_5374,20,10
105375,Plan_5375,20,50
105376,Plan_5376,20,5
105377,Plan_5377,50,20
105378,Plan_5378,30,5
105379,Plan_5379,40,50
105380,Plan_5380,40,50
105381,Plan_5381,10,50
105382,Plan_5382,20,50
105383,Plan_5383,20,10
105384,Plan_5384,50,50
105385,Plan_5385,20,5
105386,Plan_5386,10,5
105387,Plan_5387,20,10
105388,Plan_5388,10,5
105389,Plan_5389,50,20
105390,Plan_5390,50,20
105391,Plan_5391,20,50
105392,Plan_5392,30,100
105393,Plan_5393,20,10
105394,Plan_5394,20,50
105395,Plan_5395,40,100
105396,Plan_5396,40,5
105397,Plan_5397,50,10
105398,Plan_5398,50,100
105399,Plan_5399,40,50
105400,Plan_5400,10,10
105401,Plan_5401,40,5
105402,Plan_5402,30,20
105403,Plan_5403,50,20
105404,Plan_5404,40,100
105405,Plan_5405,20,5
105406,Plan_5406,50,20
105407,Plan_5407,40,20
105408,Plan_5408,50,5
105409,Plan_5409,10,10
105410,Plan_5410,20,20
105411,Plan_5411,50,20
105412,Plan_5412,10,100
105413,Plan_5413,20,20
105414,Plan_5414,10,5
105415,Plan_5415,10,5
105416,Plan_5416,30,20
105417,Plan_5417,40,5
105418,Plan_5418,40,20
105419,Plan_5419,50,5
105420,Plan_5420,50,5
105421,Plan_5421,20,100
105422,Plan_5422,50,100
105423,Plan_5423,10,20
105424,Plan_5424,30,5
105425,Plan_5425,10,20
105426,Plan_5426,10,20
105427,Plan_5427,20,5
105428,Plan_5428,30,50
105429,Plan_5429,40,100
105430,Plan_5430,30,5
105431,Plan_5431,20,20
105432,Plan_5432,20,100
105433,Plan_5433,10,20
105434,Plan_5434,50,10
105435,Plan_5435,40,20
105436,Plan_5436,40,20
105437,Plan_5437,30,100
105438,Plan_5438,10,10
105439,Plan_5439,10,100
105440,Plan_5440,10,5
105441,Plan_5441,40,100
105442,Plan_5442,30,50
105443,Plan_5443,30,50
105444,Plan_5444,10,50
105445,Plan_5445,40,100
105446,Plan_5446,30,5
105447,Plan_5447,10,100
105448,Plan_5448,10,10
105449,Plan_5449,40,5
105450,Plan_5450,40,100
105451,Plan_5451,50,100
105452,Plan_5452,20,50
105453,Plan_5453,10,50
105454,Plan_5454,10,5
105455,Plan_5455,30,100
105456,Plan_5456,40,50
105457,Plan_5457,50,50
105458,Plan_5458,10,5
105459,Plan_5459,50,100
105460,Plan_5460,40,50
105461,Plan_5461,40,20
105462,Plan_5462,50,100
105463,Plan_5463,20,10
105464,Plan_5464,20,50
105465,Plan_5465,10,50
105466,Plan_5466,10,20
105467,Plan_5467,10,20
105468,Plan_5468,50,10
105469,Plan_5469,30,10
105470,Plan_5470,30,20
105471,Plan_5471,50,5
105472,Plan_5472,50,20
105473,Plan_5473,40,20
105474,Plan_5474,40,10
105475,Plan_5475,50,20
105476,Plan_5476,20,20
105477,Plan_5477,20,10
105478,Plan_5478,50,100
105479,Plan_5479,50,10
105480,Plan_5480,30,10
105481,Plan_5481,40,50
105482,Plan_5482,20,5
105483,Plan_5483,40,50
105484,Plan_5484,30,100
105485,Plan_5485,10,5
105486,Plan_5486,30,100
105487,Plan_5487,30,50
105488,Plan_5488,40,100
105489,Plan_5489,40,100
105490,Plan_5490,20,5
105491,Plan_5491,20,5
105492,Plan_5492,20,100
105493,Plan_5493,30,10
105494,Plan_5494,20,50
105495,Plan_5495,20,50
105496,Plan_5496,40,50
105497,Plan_5497,50,100
105498,Plan_5498,20,20
105499,Plan_5499,30,5
105500,Plan_5500,30,5
105501,Plan_5501,20,20
105502,Plan_5502,20,100
105503,Plan_5503,30,20
105504,Plan_5504,40,5
105505,Plan_5505,20,5
105506,Plan_5506,50,50
105507,Plan_5507,20,5
105508,Plan_5508,50,100
105509,Plan_5509,40,10
105510,Plan_5510,10,50
105511,Plan_5511,20,100
105512,Plan_5512,20,50
105513,Plan_5513,40,50
105514,Plan_5514,40,5
105515,Plan_5515,10,100
105516,Plan_5516,30,10
105517,Plan_5517,30,10
105518,Plan_5518,40,100
105519,Plan_5519,40,10
105520,Plan_5520,10,100
105521,Plan_5521,10,5
105522,Plan_5522,40,5
105523,Plan_5523,20,5
105524,Plan_5524,10,10
105525,Plan_5525,30,10
105526,Plan_5526,20,20
105527,Plan_5527,30,50
105528,Plan_5528,20,5
105529,Plan_5529,30,50
105530,Plan_5530,40,50
105531,Plan_5531,10,100
105532,Plan_5532,40,5
105533,Plan_5533,50,100
105534,Plan_5534,40,5
105535,Plan_5535,40,20
105536,Plan_5536,50,50
105537,Plan_5537,30,50
105538,Plan_5538,40,50
105539,Plan_5539,40,20
105540,Plan_5540,10,100
105541,Plan_5541,50,50
105542,Plan_5542,50,10
105543,Plan_5543,20,20
105544,Plan_5544,30,5
105545,Plan_5545,10,100
105546,Plan_5546,30,10
105547,Plan_5547,20,20
105548,Plan_5548,20,50
105549,Plan_5549,30,10
105550,Plan_5550,40,100
105551,Plan_5551,20,10
105552,Plan_5552,20,5
105553,Plan_5553,50,5
105554,Plan_5554,30,10
105555,Plan_5555,50,5
105556,Plan_5556,40,5
105557,Plan_5557,30,20
105558,Plan_5558,40,10
105559,Plan_5559,40,5
105560,Plan_5560,10,20
105561,Plan_5561,40,100
105562,Plan_5562,10,5
105563,Plan_5563,30,5
105564,Plan_5564,10,5
105565,Plan_5565,10,50
105566,Plan_5566,20,50
105567,Plan_5567,10,5
105568,Plan_5568,50,5
105569,Plan_5569,20,50
105570,Plan_5570,30,100
105571,Plan_5571,50,10
105572,Plan_5572,30,50
105573,Plan_5573,30,100
105574,Plan_5574,40,100
105575,Plan_5575,20,10
105576,Plan_5576,30,20
105577,Plan_5577,50,100
105578,Plan_5578,20,20
105579,Plan_5579,40,5
105580,Plan_5580,50,10
105581,Plan_5581,10,20
105582,Plan_5582,50,50
105583,Plan_5583,40,100
105584,Plan_5584,10,20
105585,Plan_5585,40,10
105586,Plan_5586,50,50
105587,Plan_5587,40,20
105588,Plan_5588,20,10
105589,Plan_5589,10,10
105590,Plan_5590,10,50
105591,Plan_5591,20,50
105592,Plan_5592,40,20
105593,Plan_5593,20,100
105594,Plan_5594,20,20
105595,Plan_5595,40,100
105596,Plan_5596,30,20
105597,Plan_5597,50,10
105598,Plan_5598,40,10
105599,Plan_5599,30,5
105600,Plan_5600,10,5
105601,Plan_5601,20,5
105602,Plan_5602,50,50
105603,Plan_5603,10,5
105604,Plan_5604,30,50
105605,Plan_5605,10,20
105606,Plan_5606,10,100
105607,Plan_5607,10,100
105608,Plan_5608,30,20
105609,Plan_5609,20,10
105610,Plan_5610,40,5
105611,Plan_5611,40,10
105612,Plan_5612,10,10
105613,Plan_5613,20,20
105614,Plan_5614,40,10
105615,Plan_5615,40,100
105616,Plan_5616,20,5
105617,Plan_5617,10,5
105618,Plan_5618,10,5
105619,Plan_5619,50,5
105620,Plan_5620,50,100
105621,Plan_5621,50,10
105622,Plan_5622,10,100
105623,Plan_5623,40,100
105624,Plan_5624,10,5
105625,Plan_5625,30,100
105626,Plan_5626,10,10
105627,Plan_5627,50,10
105628,Plan_5628,30,20
105629,Plan_5629,10,20
105630,Plan_5630,50,100
105631,Plan_5631,20,100
105632,Plan_5632,10,100
105633,Plan_5633,20,5
105634,Plan_5634,30,10
105635,Plan_5635,40,50
105636,Plan_5636,40,5
105637,Plan_5637,20,50
105638,Plan_5638,40,10
105639,Plan_5639,50,5
105640,Plan_5640,50,5
105641,Plan_5641,20,10
105642,Plan_5642,40,100
105643,Plan_5643,10,20
105644,Plan_5644,50,20
105645,Plan_5645,40,20
105646,Plan_5646,40,5
105647,Plan_5647,30,10
105648,Plan_5648,10,5
105649,Plan_5649,10,20
105650,Plan_5650,50,10
105651,Plan_5651,20,5
105652,Plan_5652,50,50
105653,Plan_5653,40,10
105654,Plan_5654,50,50
105655,Plan_5655,50,100
105656,Plan_5656,30,10
105657,Plan_5657,10,100
105658,Plan_5658,50,5
105659,Plan_5659,30,10
105660,Plan_5660,40,100
105661,Plan_5661,20,50
105662,Plan_5662,40,20
105663,Plan_5663,10,5
105664,Plan_5664,40,50
105665,Plan_5665,40,50
105666,Plan_5666,10,100
105667,Plan_5667,40,50
105668,Plan_5668,40,10
105669,Plan_5669,50,100
105670,Plan_5670,20,50
105671,Plan_5671,20,50
105672,Plan_5672,50,100
105673,Plan_5673,30,5
105674,Plan_5674,10,50
105675,Plan_5675,20,50
105676,Plan_5676,40,10
105677,Plan_5677,50,10
105678,Plan_5678,20,50
105679,Plan_5679,40,50
105680,Plan_5680,40,100
105681,Plan_5681,50,5
105682,Plan_5682,50,10
105683,Plan_5683,40,50
105684,Plan_5684,10,50
105685,Plan_5685,30,10
105686,Plan_5686,20,100
105687,Plan_5687,50,100
105688,Plan_5688,50,5
105689,Plan_5689,40,20
105690,Plan_5690,50,100
105691,Plan_5691,20,20
105692,Plan_5692,50,100
105693,Plan_5693,10,10
105694,Plan_5694,30,20
105695,Plan_5695,50,50
105696,Plan_5696,40,50
105697,Plan_5697,20,50
105698,Plan_5698,30,100
105699,Plan_5699,40,50
105700,Plan_5700,30,5
105701,Plan_5701,50,10
105702,Plan_5702,50,20
105703,Plan_5703,50,5
105704,Plan_5704,30,5
105705,Plan_5705,10,20
105706,Plan_5706,10,50
105707,Plan_5707,10,50
105708,Plan_5708,30,50
105709,Plan_5709,50,100
105710,Plan_5710,20,100
105711,Plan_5711,10,10
105712,Plan_5712,50,20
105713,Plan_5713,40,20
105714,Plan_5714,10,100
105715,Plan_5715,50,50
105716,Plan_5716,10,5
105717,Plan_5717,30,100
105718,Plan_5718,40,5
105719,Plan_5719,10,20
105720,Plan_5720,10,5
105721,Plan_5721,50,10
105722,Plan_5722,30,20
105723,Plan_5723,50,10
105724,Plan_5724,50,50
105725,Plan_5725,50,50
105726,Plan_5726,30,50
105727,Plan_5727,10,10
105728,Plan_5728,10,10
105729,Plan_5729,50,10
105730,Plan_5730,10,5
105731,Plan_5731,10,10
105732,Plan_5732,30,5
105733,Plan_5733,10,100
105734,Plan_5734,40,5
105735,Plan_5735,40,20
105736,Plan_5736,20,100
105737,Plan_5737,10,50
105738,Plan_5738,50,20
105739,Plan_5739,20,10
105740,Plan_5740,20,10
105741,Plan_5741,20,50
105742,Plan_5742,50,10
105743,Plan_5743,10,100
105744,Plan_5744,10,50
105745,Plan_5745,20,5
105746,Plan_5746,10,50
105747,Plan_5747,20,5
105748,Plan_5748,20,20
105749,Plan_5749,20,50
105750,Plan_5750,40,10
105751,Plan_5751,30,100
105752,Plan_5752,40,20
105753,Plan_5753,20,50
105754,Plan_5754,30,5
105755,Plan_5755,30,50
105756,Plan_5756,10,20
105757,Plan_5757,30,50
105758,Plan_5758,50,20
105759,Plan_5759,40,50
105760,Plan_5760,30,5
105761,Plan_5761,40,100
105762,Plan_5762,40,10
105763,Plan_5763,30,20
105764,Plan_5764,30,20
105765,Plan_5765,20,20
105766,Plan_5766,30,5
105767,Plan_5767,30,50
105768,Plan_5768,40,100
105769,Plan_5769,50,50
105770,Plan_5770,30,100
105771,Plan_5771,20,20
105772,Plan_5772,50,10
105773,Plan_5773,30,100
105774,Plan_5774,20,20
105775,Plan_5775,50,50
105776,Plan_5776,20,50
105777,Plan_5777,40,10
105778,Plan_5778,40,50
105779,Plan_5779,30,100
105780,Plan_5780,30,10
105781,Plan_5781,20,5
105782,Plan_5782,40,50
105783,Plan_5783,30,100
105784,Plan_5784,40,5
105785,Plan_5785,50,100
105786,Plan_5786,30,10
105787,Plan_5787,20,50
105788,Plan_5788,50,100
105789,Plan_5789,20,20
105790,Plan_5790,30,10
105791,Plan_5791,40,100
105792,Plan_5792,30,100
105793,Plan_5793,10,20
105794,Plan_5794,10,20
105795,Plan_5795,30,5
105796,Plan_5796,30,5
105797,Plan_5797,50,10
105798,Plan_5798,50,20
105799,Plan_5799,40,50
105800,Plan_5800,20,5
105801,Plan_5801,10,50
105802,Plan_5802,20,20
105803,Plan_5803,20,100
105804,Plan_5804,20,100
105805,Plan_5805,10,50
105806,Plan_5806,40,10
105807,Plan_5807,40,10
105808,Plan_5808,50,20
105809,Plan_5809,30,20
105810,Plan_5810,10,10
105811,Plan_5811,50,5
105812,Plan_5812,10,50
105813,Plan_5813,20,20
105814,Plan_5814,50,20
105815,Plan_5815,10,20
105816,Plan_5816,10,10
105817,Plan_5817,10,20
105818,Plan_5818,30,5
105819,Plan_5819,20,100
105820,Plan_5820,10,20
105821,Plan_5821,20,20
105822,Plan_5822,20,5
105823,Plan_5823,20,50
105824,Plan_5824,50,20
105825,Plan_5825,20,10
105826,Plan_5826,40,100
105827,Plan_5827,30,10
105828,Plan_5828,10,5
105829,Plan_5829,10,10
105830,Plan_5830,20,20
105831,Plan_5831,50,5
105832,Plan_5832,30,10
105833,Plan_5833,40,20
105834,Plan_5834,20,50
105835,Plan_5835,30,10
105836,Plan_5836,50,50
105837,Plan_5837,40,10
105838,Plan_5838,30,5
105839,Plan_5839,10,100
105840,Plan_5840,30,50
105841,Plan_5841,20,100
105842,Plan_5842,20,100
105843,Plan_5843,30,20
105844,Plan_5844,30,20
105845,Plan_5845,10,20
105846,Plan_5846,40,5
105847,Plan_5847,50,5
105848,Plan_5848,50,10
105849,Plan_5849,30,5
105850,Plan_5850,10,50
105851,Plan_5851,30,20
105852,Plan_5852,30,20
105853,Plan_5853,20,50
105854,Plan_5854,10,50
105855,Plan_5855,20,50
105856,Plan_5856,20,100
105857,Plan_5857,10,50
105858,Plan_5858,40,10
105859,Plan_5859,20,50
105860,Plan_5860,30,50
105861,Plan_5861,10,10
105862,Plan_5862,10,20
105863,Plan_5863,40,20
105864,Plan_5864,40,10
105865,Plan_5865,40,20
105866,Plan_5866,10,10
105867,Plan_5867,40,5
105868,Plan_5868,50,20
105869,Plan_5869,50,5
105870,Plan_5870,50,50
105871,Plan_5871,40,10
105872,Plan_5872,10,100
105873,Plan_5873,50,5
105874,Plan_5874,40,100
105875,Plan_5875,20,5
105876,Plan_5876,50,50
105877,Plan_5877,20,5
105878,Plan_5878,20,100
105879,Plan_5879,50,20
105880,Plan_5880,10,50
105881,Plan_5881,40,5
105882,Plan_5882,30,20
105883,Plan_5883,10,20
105884,Plan_5884,50,100
105885,Plan_5885,50,10
105886,Plan_5886,20,50
105887,Plan_5887,40,10
105888,Plan_5888,10,10
105889,Plan_5889,20,20
105890,Plan_5890,20,100
105891,Plan_5891,50,100
105892,Plan_5892,10,20
105893,Plan_5893,50,20
105894,Plan_5894,10,20
105895,Plan_5895,20,5
105896,Plan_5896,20,20
105897,Plan_5897,50,10
105898,Plan_5898,40,20
105899,Plan_5899,30,5
105900,Plan_5900,20,100
105901,Plan_5901,20,10
105902,Plan_5902,10,10
105903,Plan_5903,30,10
105904,Plan_5904,40,20
105905,Plan_5905,30,50
105906,Plan_5906,40,50
105907,Plan_5907,20,100
105908,Plan_5908,50,5
105909,Plan_5909,10,20
105910,Plan_5910,30,100
105911,Plan_5911,10,20
105912,Plan_5912,30,10
105913,Plan_5913,10,100
105914,Plan_5914,20,20
105915,Plan_5915,20,50
105916,Plan_5916,50,20
105917,Plan_5917,20,5
105918,Plan_5918,10,10
105919,Plan_5919,50,50
105920,Plan_5920,40,5
105921,Plan_5921,10,20
105922,Plan_5922,10,50
105923,Plan_5923,20,100
105924,Plan_5924,10,50
105925,Plan_5925,50,10
105926,Plan_5926,40,20
105927,Plan_5927,10,50
105928,Plan_5928,20,10
105929,Plan_5929,50,5
105930,Plan_5930,40,10
105931,Plan_5931,50,5
105932,Plan_5932,10,100
105933,Plan_5933,40,10
105934,Plan_5934,50,10
105935,Plan_5935,20,5
105936,Plan_5936,50,100
105937,Plan_5937,20,50
105938,Plan_5938,50,5
105939,Plan_5939,30,50
105940,Plan_5940,20,50
105941,Plan_5941,40,50
105942,Plan_5942,10,5
105943,Plan_5943,30,10
105944,Plan_5944,50,100
105945,Plan_5945,40,50
105946,Plan_5946,10,50
105947,Plan_5947,30,20
105948,Plan_5948,50,100
105949,Plan_5949,10,20
105950,Plan_5950,20,5
105951,Plan_5951,30,20
105952,Plan_5952,30,5
105953,Plan_5953,10,10
105954,Plan_5954,10,10
105955,Plan_5955,40,100
105956,Plan_5956,20,100
105957,Plan_5957,40,100
105958,Plan_5958,50,5
105959,Plan_5959,20,20
105960,Plan_5960,30,5
105961,Plan_5961,20,100
105962,Plan_5962,30,100
105963,Plan_5963,40,50
105964,Plan_5964,40,5
105965,Plan_5965,20,5
105966,Plan_5966,30,5
105967,Plan_5967,50,10
105968,Plan_5968,30,50
105969,Plan_5969,40,20
105970,Plan_5970,30,5
105971,Plan_5971,50,10
105972,Plan_5972,20,50
105973,Plan_5973,50,100
105974,Plan_5974,10,5
105975,Plan_5975,10,10
105976,Plan_5976,50,10
105977,Plan_5977,40,10
105978,Plan_5978,10,5
105979,Plan_5979,30,5
105980,Plan_5980,20,10
105981,Plan_5981,30,50
105982,Plan_5982,10,5
105983,Plan_5983,50,20
105984,Plan_5984,20,10
105985,Plan_5985,10,5
105986,Plan_5986,20,100
105987,Plan_5987,50,10
105988,Plan_5988,30,10
105989,Plan_5989,20,5
105990,Plan_5990,50,10
105991,Plan_5991,10,50
105992,Plan_5992,50,5
105993,Plan_5993,40,10
105994,Plan_5994,40,5
105995,Plan_5995,20,100
105996,Plan_5996,50,5
105997,Plan_5997,40,10
105998,Plan_5998,40,100
105999,Plan_5999,10,50
106000,Plan_6000,50,100
106001,Plan_6001,30,50
106002,Plan_6002,40,50
106003,Plan_6003,20,5
106004,Plan_6004,10,5
106005,Plan_6005,30,10
106006,Plan_6006,10,20
106007,Plan_6007,10,5
106008,Plan_6008,40,5
106009,Plan_6009,40,5
106010,Plan_6010,40,10
106011,Plan_6011,30,100
106012,Plan_6012,30,5
106013,Plan_6013,50,100
106014,Plan_6014,30,5
106015,Plan_6015,20,10
106016,Plan_6016,40,5
106017,Plan_6017,50,20
106018,Plan_6018,10,5
106019,Plan_6019,50,5
106020,Plan_6020,50,20
106021,Plan_6021,30,20
106022,Plan_6022,30,20
106023,Plan_6023,40,100
106024,Plan_6024,40,10
106025,Plan_6025,50,50
106026,Plan_6026,30,20
106027,Plan_6027,40,5
106028,Plan_6028,50,10
106029,Plan_6029,40,50
106030,Plan_6030,40,5
106031,Plan_6031,20,50
106032,Plan_6032,40,5
106033,Plan_6033,50,100
106034,Plan_6034,40,10
106035,Plan_6035,40,10
106036,Plan_6036,50,20
106037,Plan_6037,40,5
106038,Plan_6038,20,50
106039,Plan_6039,40,50
106040,Plan_6040,50,10
106041,Plan_6041,10,20
106042,Plan_6042,30,50
106043,Plan_6043,20,50
106044,Plan_6044,10,10
106045,Plan_6045,50,100
106046,Plan_6046,40,20
106047,Plan_6047,10,10
106048,Plan_6048,20,10
106049,Plan_6049,30,50
106050,Plan_6050,10,20
106051,Plan_6051,30,50
