call_id,customer_id,call_date,duration_minutes,call_type
310929,1738,2023-09-09,19,roaming
310930,2492,2023-02-26,12,international
310931,6898,2023-08-12,13,roaming
310932,3898,2023-07-05,33,local
310933,3005,2024-07-19,41,international
310934,11174,2023-08-06,21,local
310935,10751,2024-09-07,17,local
310936,1731,2024-03-28,16,international
310937,1208,2024-04-17,35,international
310938,5918,2024-06-17,32,international
310939,9018,2024-01-28,42,local
310940,9112,2023-12-02,31,international
310941,3194,2023-08-04,7,local
310942,6797,2023-10-14,29,roaming
310943,9709,2024-02-13,5,local
310944,5479,2023-07-12,47,international
310945,348,2025-04-30,48,international
310946,4653,2024-12-25,13,local
310947,9464,2024-07-09,38,roaming
310948,9264,2025-06-12,35,roaming
310949,615,2024-09-24,1,international
310950,5656,2023-02-19,20,local
310951,11925,2023-08-17,7,international
310952,9302,2025-05-22,37,roaming
310953,9023,2025-06-12,42,roaming
310954,7786,2023-01-07,18,international
310955,2091,2024-06-30,5,international
310956,9887,2023-09-13,14,international
310957,8266,2024-05-30,48,roaming
310958,11445,2023-08-13,3,local
310959,10983,2023-04-21,47,roaming
310960,6724,2025-01-30,1,international
310961,4583,2023-03-27,25,international
310962,8359,2025-03-22,6,roaming
310963,11806,2023-09-10,22,roaming
310964,11861,2024-05-15,44,international
310965,3913,2025-04-05,5,local
310966,9306,2025-03-04,29,roaming
310967,2788,2025-01-06,60,local
310968,8250,2023-09-11,54,local
310969,11412,2024-02-21,3,roaming
310970,8794,2024-04-22,20,international
310971,3956,2023-12-20,6,roaming
310972,11902,2024-04-06,36,international
310973,3511,2024-06-15,22,roaming
310974,4684,2025-02-18,30,international
310975,11618,2023-05-23,49,roaming
310976,6590,2024-04-08,38,international
310977,721,2023-08-11,21,international
310978,8403,2024-07-27,40,local
310979,10543,2023-12-12,14,local
310980,2662,2023-11-23,22,international
310981,5693,2024-09-15,31,roaming
310982,5107,2025-02-17,35,roaming
310983,8917,2024-05-12,53,international
310984,9846,2024-03-30,58,local
310985,5013,2023-07-07,12,local
310986,2627,2023-11-07,18,international
310987,10864,2024-06-19,40,local
310988,2808,2025-01-03,15,roaming
310989,8048,2025-03-03,3,roaming
310990,2133,2023-10-03,2,local
310991,4256,2024-10-25,8,roaming
310992,7913,2024-08-10,35,international
310993,8275,2023-11-29,38,local
310994,8591,2024-12-16,47,roaming
310995,6393,2024-07-25,57,international
310996,8085,2025-02-28,44,local
310997,4167,2024-08-11,6,international
310998,9596,2024-02-08,36,roaming
310999,251,2023-04-01,24,roaming
311000,10612,2024-08-11,36,roaming
311001,5346,2023-04-13,1,local
311002,10408,2023-04-15,35,international
311003,11032,2023-06-02,24,roaming
311004,3026,2024-03-10,18,local
311005,5158,2025-05-13,5,international
311006,10071,2023-12-07,34,roaming
311007,2218,2023-03-13,40,local
311008,10341,2024-04-30,24,roaming
311009,5869,2023-06-01,59,local
311010,4614,2024-02-06,10,local
311011,9959,2024-05-24,54,international
311012,10352,2025-02-18,39,local
311013,7281,2025-05-07,31,international
311014,6883,2023-11-15,59,roaming
311015,618,2023-02-23,29,local
311016,506,2023-08-03,11,roaming
311017,2501,2023-12-17,51,roaming
311018,11640,2024-01-15,52,international
311019,2527,2024-12-31,35,local
311020,8426,2023-11-24,42,roaming
311021,7961,2023-04-16,10,local
311022,5528,2024-04-25,34,international
311023,6090,2023-02-22,41,international
311024,8646,2024-02-08,36,local
311025,4761,2025-02-18,40,roaming
311026,7443,2025-04-16,49,roaming
311027,5577,2023-01-25,39,international
311028,2153,2024-12-14,7,international
311029,11344,2024-08-15,59,local
311030,1171,2024-04-11,31,international
311031,7410,2025-04-21,39,international
311032,8040,2023-03-27,59,international
311033,5390,2024-09-08,51,local
311034,536,2025-05-12,44,local
311035,6262,2023-05-04,41,international
311036,8153,2024-07-03,42,roaming
311037,4602,2023-11-10,17,international
311038,1430,2024-11-09,56,roaming
311039,7891,2025-03-03,3,local
311040,1002,2023-07-27,25,roaming
311041,11761,2024-06-06,32,local
311042,4012,2025-04-13,39,local
311043,1751,2023-12-07,36,international
311044,3332,2025-06-01,46,local
311045,1870,2023-08-25,59,local
311046,3998,2023-10-14,36,international
311047,4676,2023-07-04,9,international
311048,4464,2025-02-23,38,roaming
311049,3531,2023-12-02,10,international
311050,11525,2023-04-30,19,local
311051,9655,2024-06-20,56,international
311052,313,2023-04-30,2,international
311053,11064,2024-07-26,34,local
311054,7409,2023-11-09,18,roaming
311055,8197,2023-02-26,8,roaming
311056,2939,2024-04-16,28,local
311057,7366,2024-12-25,41,roaming
311058,6402,2023-06-26,57,roaming
311059,11661,2023-06-10,49,international
311060,478,2024-10-12,40,roaming
311061,10049,2025-06-18,51,international
311062,2245,2023-10-05,47,roaming
311063,1138,2023-11-10,23,local
311064,9554,2025-06-09,55,roaming
311065,9635,2024-11-27,53,roaming
311066,9562,2023-03-27,17,local
311067,126,2025-03-08,4,international
311068,10718,2023-02-01,27,local
311069,8554,2025-01-05,35,international
311070,10709,2024-08-27,45,roaming
311071,8282,2023-11-12,29,international
311072,9426,2023-12-17,6,roaming
311073,6453,2023-12-14,52,international
311074,1800,2023-09-16,2,local
311075,5346,2023-10-06,42,international
311076,410,2025-04-10,53,international
311077,449,2023-01-22,22,local
311078,3010,2024-01-01,36,roaming
311079,7698,2025-05-07,19,roaming
311080,6549,2024-09-30,32,local
311081,2655,2023-03-16,1,international
311082,10215,2025-01-19,34,local
311083,6042,2024-04-21,29,local
311084,9634,2025-06-09,29,roaming
311085,3450,2024-10-05,17,local
311086,3041,2025-05-23,41,international
311087,855,2024-06-16,41,local
311088,4793,2023-12-29,31,local
311089,118,2024-04-03,7,local
311090,954,2023-06-10,21,roaming
311091,11469,2023-05-29,44,roaming
311092,6397,2023-12-18,29,roaming
311093,3586,2024-07-28,29,local
311094,11045,2023-07-20,20,local
311095,7358,2025-02-02,50,roaming
311096,2549,2025-01-30,58,roaming
311097,149,2023-12-28,3,international
311098,11844,2024-01-25,24,international
311099,8952,2023-10-07,25,international
311100,6202,2023-05-28,50,international
311101,1688,2023-07-29,5,local
311102,11493,2023-10-16,4,local
311103,3758,2025-04-14,47,local
311104,6499,2023-12-19,16,international
311105,3861,2023-08-20,58,roaming
311106,7361,2024-07-01,24,local
311107,4065,2024-03-25,58,international
311108,2959,2023-09-05,16,international
311109,6088,2025-04-02,49,roaming
311110,4293,2024-10-01,40,roaming
311111,3024,2023-02-12,33,international
311112,7598,2024-12-26,21,local
311113,1923,2024-09-13,16,local
311114,10458,2025-02-27,57,international
311115,4982,2023-08-09,44,international
311116,6067,2024-12-07,37,local
311117,5328,2023-08-14,11,international
311118,6904,2025-03-22,14,roaming
311119,10086,2023-11-25,28,roaming
311120,8456,2023-12-26,59,local
311121,4465,2024-10-28,9,local
311122,7908,2025-03-09,4,international
311123,8242,2023-12-14,24,local
311124,3121,2023-04-16,54,roaming
311125,3633,2025-06-18,34,international
311126,3625,2024-12-26,60,international
311127,6237,2023-03-17,56,local
311128,3185,2024-01-04,45,roaming
311129,11673,2025-02-14,57,roaming
311130,8915,2024-07-18,18,international
311131,8083,2024-04-22,43,roaming
311132,5246,2023-01-26,11,roaming
311133,9734,2024-04-09,53,international
311134,10952,2025-03-04,52,roaming
311135,10209,2024-07-12,49,roaming
311136,121,2025-03-07,60,local
311137,1262,2023-04-27,5,roaming
311138,1681,2024-08-08,22,local
311139,5932,2023-06-25,35,international
311140,9158,2024-08-24,15,roaming
311141,716,2024-07-01,10,local
311142,192,2024-03-24,37,local
311143,11215,2023-02-11,33,international
311144,8092,2024-08-24,54,roaming
311145,702,2024-07-27,32,international
311146,5514,2024-02-22,16,international
311147,7683,2024-10-08,41,local
311148,7292,2023-06-21,48,roaming
311149,3926,2023-03-04,3,roaming
311150,3444,2025-02-11,3,international
311151,3521,2023-08-24,36,international
311152,10294,2023-04-17,28,local
311153,2532,2023-06-07,10,international
311154,4459,2024-11-13,10,roaming
311155,1442,2024-04-29,36,roaming
311156,2993,2024-12-13,30,international
311157,1196,2025-05-11,4,international
311158,11389,2023-01-27,54,roaming
311159,1301,2024-12-22,43,roaming
311160,3782,2023-06-23,23,roaming
311161,5180,2023-04-03,10,local
311162,3354,2025-01-05,44,roaming
311163,3531,2023-02-18,33,local
311164,3685,2024-09-28,57,local
311165,3518,2023-10-20,28,local
311166,2832,2024-02-23,56,international
311167,2324,2023-09-17,1,local
311168,11414,2023-04-18,53,international
311169,4573,2025-04-09,11,international
311170,10111,2023-04-13,19,roaming
311171,4292,2024-05-06,16,roaming
311172,3286,2025-02-23,15,local
311173,6551,2024-05-02,58,local
311174,7303,2024-03-12,11,roaming
311175,11953,2024-06-13,2,roaming
311176,9739,2024-11-28,38,international
311177,6680,2023-01-20,22,local
311178,5066,2024-10-11,20,local
311179,9199,2024-10-09,19,international
311180,7264,2025-03-03,45,local
311181,291,2023-02-07,10,international
311182,5580,2025-01-24,32,roaming
311183,9920,2024-07-02,60,international
311184,8854,2024-05-08,44,international
311185,8932,2023-05-03,8,international
311186,4606,2024-09-26,4,local
311187,5002,2025-03-26,55,roaming
311188,3165,2025-01-30,33,roaming
311189,7143,2025-06-11,25,international
311190,3151,2024-10-21,26,roaming
311191,7739,2025-06-17,26,local
311192,814,2024-04-02,11,roaming
311193,8884,2024-04-08,9,international
311194,5822,2025-05-08,30,roaming
311195,3549,2023-04-20,51,roaming
311196,2915,2024-11-22,48,roaming
311197,1756,2025-05-31,49,local
311198,1217,2025-03-19,15,local
311199,9152,2024-01-24,49,local
311200,7359,2024-08-05,11,international
311201,4643,2024-02-18,48,local
311202,2607,2023-06-18,9,international
311203,4421,2023-11-05,25,roaming
311204,4041,2024-09-25,26,roaming
311205,3203,2025-02-13,43,roaming
311206,11401,2023-05-20,25,international
311207,9261,2023-04-16,39,international
311208,6341,2025-06-09,37,international
311209,3228,2023-07-20,1,local
311210,4720,2023-04-05,21,roaming
311211,10170,2024-07-28,17,international
311212,9654,2024-03-18,30,roaming
311213,9631,2023-09-21,35,roaming
311214,5101,2024-04-08,7,roaming
311215,6585,2024-05-24,24,roaming
311216,6345,2024-08-09,43,international
311217,8362,2024-01-07,41,international
311218,5017,2024-10-27,36,local
311219,11935,2023-01-20,39,roaming
311220,8251,2024-09-06,49,local
311221,9016,2023-03-25,21,international
311222,855,2024-11-11,25,roaming
311223,4809,2023-03-02,53,local
311224,3527,2024-11-07,47,international
311225,10658,2024-01-28,44,local
311226,7007,2025-02-28,19,roaming
311227,10533,2023-02-18,35,international
311228,11514,2024-08-06,22,international
311229,1484,2023-11-03,49,roaming
311230,6005,2024-04-10,9,roaming
311231,11234,2023-06-12,36,local
311232,6203,2023-02-05,48,international
311233,10171,2025-05-10,27,local
311234,5315,2023-05-23,25,international
311235,1304,2024-03-02,38,international
311236,7507,2024-07-19,48,local
311237,9768,2024-05-23,25,international
311238,11930,2025-06-15,44,local
311239,1995,2023-11-08,36,local
311240,2555,2023-09-29,51,international
311241,9682,2024-01-17,57,international
311242,662,2023-11-29,43,local
311243,11326,2023-06-08,54,local
311244,6494,2023-12-11,5,international
311245,7414,2023-05-23,52,local
311246,2945,2023-09-15,42,roaming
311247,1856,2025-05-24,54,roaming
311248,10194,2025-02-28,2,international
311249,3518,2024-01-22,10,international
311250,3327,2024-08-30,51,international
311251,4068,2024-07-25,21,roaming
311252,7050,2024-09-07,3,international
311253,10562,2023-08-05,25,local
311254,5663,2024-02-28,44,international
311255,6060,2023-10-16,34,local
311256,9617,2025-05-08,60,local
311257,1787,2025-03-17,42,local
311258,7846,2023-02-20,51,international
311259,8714,2023-05-09,44,local
311260,1753,2024-05-03,27,international
311261,3939,2024-11-09,48,roaming
311262,9641,2024-08-30,28,local
311263,6490,2024-04-24,23,local
311264,4327,2024-04-20,45,roaming
311265,5923,2023-01-22,31,roaming
311266,1149,2023-06-28,40,international
311267,10776,2025-05-01,11,international
311268,8911,2025-01-25,35,international
311269,1756,2023-09-06,9,roaming
311270,2849,2025-03-17,33,international
311271,5793,2023-09-14,10,roaming
311272,8458,2025-06-16,38,local
311273,374,2024-01-15,26,international
311274,4963,2023-03-12,55,roaming
311275,2340,2024-10-24,37,international
311276,10881,2023-07-31,3,international
311277,611,2023-10-13,18,roaming
311278,3338,2024-08-02,5,international
311279,3114,2025-06-09,48,local
311280,360,2024-07-27,26,roaming
311281,5305,2024-11-24,57,international
311282,8949,2024-04-20,37,international
311283,865,2023-10-14,7,international
311284,7760,2023-09-17,9,roaming
311285,9437,2023-09-29,14,local
311286,1245,2024-01-02,46,roaming
311287,6900,2024-03-05,58,roaming
311288,8800,2023-05-30,37,local
311289,7923,2023-08-05,4,roaming
311290,7914,2023-09-13,48,roaming
311291,3926,2024-04-04,3,international
311292,3447,2023-10-16,36,international
311293,6851,2024-05-09,22,roaming
311294,5039,2024-10-27,37,roaming
311295,59,2024-10-16,4,roaming
311296,10990,2024-08-28,31,international
311297,9684,2024-08-28,15,international
311298,5661,2024-04-03,51,roaming
311299,2554,2024-05-18,57,local
311300,11679,2024-06-01,24,international
311301,3127,2025-01-24,5,international
311302,6457,2025-03-22,55,international
311303,926,2023-10-26,58,local
311304,4881,2025-05-11,18,roaming
311305,4764,2024-02-15,28,roaming
311306,1814,2024-10-10,7,international
311307,7555,2023-04-02,27,local
311308,3879,2023-02-27,12,international
311309,8365,2023-06-08,58,roaming
311310,8228,2025-03-25,60,local
311311,3472,2024-12-06,56,local
311312,724,2023-05-12,46,international
311313,2407,2025-01-13,55,roaming
311314,5855,2024-05-06,22,local
311315,2972,2024-02-23,60,local
311316,5124,2023-11-21,19,roaming
311317,3655,2023-05-02,21,local
311318,11723,2023-05-24,37,local
311319,614,2025-06-12,8,local
311320,8006,2024-09-06,25,roaming
311321,5929,2023-04-09,55,international
311322,5723,2025-04-28,4,roaming
311323,8967,2024-01-01,17,roaming
311324,10658,2023-03-21,9,international
311325,8974,2024-03-16,28,roaming
311326,870,2024-12-05,4,local
311327,5564,2024-02-14,16,local
311328,4381,2023-08-05,30,international
311329,301,2024-11-16,7,international
311330,3541,2024-06-09,38,local
311331,11864,2023-01-15,47,international
311332,4833,2024-02-18,13,international
311333,8778,2023-12-08,9,local
311334,1471,2023-02-23,8,international
311335,9856,2024-12-25,38,local
311336,900,2024-04-15,31,local
311337,5755,2025-05-13,32,international
311338,11910,2023-06-01,40,international
311339,6129,2023-07-16,15,local
311340,10502,2023-12-06,27,international
311341,7393,2023-07-19,54,local
311342,9634,2023-11-09,25,local
311343,1992,2023-06-03,47,roaming
311344,8768,2024-12-05,52,international
311345,5603,2023-07-09,49,roaming
311346,6387,2024-12-18,38,roaming
311347,3785,2023-08-20,33,roaming
311348,4298,2024-05-25,47,local
311349,6991,2024-08-23,55,roaming
311350,7847,2023-02-20,31,roaming
311351,2977,2025-03-08,59,international
311352,10210,2023-01-11,35,international
311353,3954,2023-07-30,42,roaming
311354,3074,2024-07-01,41,local
311355,11707,2024-01-21,39,international
311356,11111,2024-01-01,4,international
311357,9191,2023-08-23,45,roaming
311358,8629,2024-03-04,55,roaming
311359,5656,2023-12-23,36,roaming
311360,10182,2025-02-13,8,roaming
311361,3361,2025-05-12,21,international
311362,6524,2024-12-24,26,roaming
311363,5634,2023-06-01,9,roaming
311364,9299,2024-04-15,60,international
311365,3672,2025-01-05,16,roaming
311366,10883,2025-03-10,26,roaming
311367,9105,2024-03-10,4,local
311368,769,2023-06-17,58,international
311369,6523,2024-11-21,42,roaming
311370,8621,2023-06-20,40,roaming
311371,7187,2024-12-09,28,roaming
311372,9363,2024-09-14,55,international
311373,1464,2023-10-18,28,roaming
311374,9408,2024-07-01,40,international
311375,10369,2023-07-21,9,international
311376,7579,2023-12-12,18,local
311377,5379,2024-01-13,23,local
311378,8921,2024-10-10,13,international
311379,9007,2023-10-10,1,local
311380,6489,2025-03-30,9,roaming
311381,9797,2024-09-26,21,international
311382,4626,2023-11-15,57,international
311383,7907,2024-08-02,54,local
311384,8709,2025-01-11,39,international
311385,105,2024-08-14,11,roaming
311386,6614,2024-06-18,37,roaming
311387,2044,2023-05-27,43,local
311388,1644,2024-12-31,35,international
311389,9178,2025-06-05,35,international
311390,3586,2025-04-17,14,roaming
311391,10396,2024-12-09,59,local
311392,9732,2024-01-14,29,roaming
311393,8866,2025-01-30,25,roaming
311394,5682,2025-04-26,2,roaming
311395,5653,2024-11-07,42,local
311396,5231,2024-02-07,58,local
311397,986,2025-05-22,34,local
311398,809,2023-02-06,3,local
311399,11315,2024-07-14,8,local
311400,7414,2023-10-07,58,local
311401,2849,2024-03-19,42,roaming
311402,786,2023-01-10,53,roaming
311403,1467,2023-02-24,15,local
311404,2274,2024-06-23,3,international
311405,10940,2024-10-03,10,roaming
311406,11592,2025-04-01,40,roaming
311407,4974,2025-04-07,42,roaming
311408,4609,2025-02-09,29,international
311409,6262,2025-03-09,11,local
311410,6647,2025-03-13,40,international
311411,4662,2023-02-06,32,international
311412,3972,2024-07-12,25,local
311413,10316,2023-03-31,33,international
311414,3728,2023-09-19,22,roaming
311415,5967,2023-11-18,50,international
311416,7726,2023-01-13,27,local
311417,10354,2024-05-21,33,local
311418,5999,2023-11-15,1,international
311419,1847,2023-06-22,38,roaming
311420,10135,2024-08-31,50,international
311421,9283,2023-01-09,7,local
311422,8041,2024-12-30,28,local
311423,1337,2023-12-10,33,roaming
311424,7686,2023-08-27,6,international
311425,5249,2024-11-19,3,roaming
311426,3794,2025-01-29,16,local
311427,6071,2023-05-18,14,international
311428,2774,2024-11-27,46,international
311429,3221,2025-02-16,12,local
311430,566,2024-07-21,41,roaming
311431,1498,2023-07-09,44,international
311432,5111,2024-09-12,39,local
311433,9737,2023-03-22,51,roaming
311434,855,2023-01-08,48,local
311435,1523,2023-05-14,33,international
311436,887,2025-03-08,7,roaming
311437,8120,2023-05-24,55,local
311438,4265,2024-12-21,17,international
311439,11865,2024-05-25,32,roaming
311440,11459,2024-10-05,50,roaming
311441,10632,2024-01-10,11,international
311442,9008,2025-05-01,49,roaming
311443,706,2024-06-28,58,local
311444,6612,2025-04-27,60,roaming
311445,1399,2025-04-08,52,international
311446,4310,2023-06-05,16,roaming
311447,2946,2024-08-19,6,roaming
311448,6825,2024-09-15,59,roaming
311449,8980,2023-02-13,45,international
311450,9469,2025-06-08,45,local
311451,9762,2024-07-15,42,local
311452,7926,2025-04-24,1,roaming
311453,284,2023-04-30,60,international
311454,9914,2023-04-27,60,roaming
311455,11830,2024-04-21,29,local
311456,7381,2023-11-02,48,international
311457,3672,2024-10-06,43,international
311458,7752,2024-10-04,48,roaming
311459,2333,2023-03-30,53,international
311460,11061,2025-01-17,14,roaming
311461,9272,2023-04-29,19,international
311462,5997,2023-01-10,23,international
311463,10504,2024-12-26,20,roaming
311464,11213,2024-11-15,41,local
311465,269,2023-05-17,18,international
311466,6907,2023-11-08,59,local
311467,8569,2025-02-03,58,international
311468,9514,2025-04-24,24,local
311469,11552,2023-12-15,11,roaming
311470,9454,2023-07-10,50,international
311471,2239,2024-12-12,4,roaming
311472,9269,2023-01-12,19,local
311473,10868,2024-10-13,23,roaming
311474,11654,2025-04-30,19,local
311475,2886,2024-10-14,39,roaming
311476,1476,2023-07-12,47,international
311477,9089,2023-02-08,31,international
311478,2207,2023-06-09,18,international
311479,1791,2023-10-14,49,international
311480,3629,2023-07-12,12,international
311481,8504,2024-07-21,55,roaming
311482,4640,2023-11-25,51,roaming
311483,3590,2023-01-26,21,local
311484,7157,2024-09-18,43,roaming
311485,9085,2024-05-14,24,roaming
311486,11747,2023-11-20,10,international
311487,8001,2023-06-21,18,roaming
311488,2547,2025-03-02,24,roaming
311489,8259,2024-04-25,27,international
311490,321,2025-02-17,54,local
311491,11503,2024-02-09,37,international
311492,4199,2024-03-22,40,local
311493,1864,2025-04-27,51,international
311494,4824,2023-10-10,43,local
311495,11786,2023-08-29,55,roaming
311496,7418,2023-01-10,6,roaming
311497,4763,2023-03-13,22,international
311498,1080,2025-01-22,3,international
311499,1809,2024-03-27,32,international
311500,7699,2025-05-26,33,international
311501,1361,2024-10-26,10,local
311502,6104,2025-05-01,58,roaming
311503,11206,2024-05-27,54,international
311504,6205,2024-01-27,11,international
311505,10037,2023-02-21,57,roaming
311506,1397,2023-03-27,57,roaming
311507,7067,2023-09-04,50,local
311508,3824,2024-02-02,50,local
311509,6122,2023-07-12,29,roaming
311510,7116,2023-08-06,3,international
311511,997,2023-05-03,41,roaming
311512,3454,2025-03-10,43,roaming
311513,2032,2024-11-21,49,international
311514,9132,2024-07-20,39,international
311515,8638,2023-02-21,57,local
311516,4075,2024-11-09,46,local
311517,3783,2023-04-12,28,international
311518,9366,2023-12-11,35,international
311519,4184,2025-03-09,37,local
311520,8087,2023-02-07,21,roaming
311521,248,2023-08-09,57,local
311522,7913,2025-03-22,7,roaming
311523,4765,2025-06-15,56,international
311524,672,2023-04-26,3,roaming
311525,10058,2023-12-22,33,international
311526,2751,2023-10-01,19,local
311527,1437,2024-10-05,6,local
311528,9383,2024-05-09,47,local
311529,183,2025-03-20,14,local
311530,1022,2024-01-14,55,local
311531,9449,2024-01-30,49,roaming
311532,1373,2025-03-09,20,roaming
311533,7035,2025-02-14,38,roaming
311534,1868,2023-01-10,29,roaming
311535,6279,2023-09-27,16,roaming
311536,2423,2024-02-16,54,local
311537,1726,2023-10-18,12,international
311538,3603,2024-07-05,10,roaming
311539,2435,2023-09-21,46,international
311540,3071,2024-08-10,60,international
311541,1724,2024-01-19,16,roaming
311542,4870,2023-04-08,3,local
311543,5108,2023-01-31,39,international
311544,5133,2023-07-08,47,international
311545,427,2024-12-07,26,international
311546,6043,2024-12-08,18,roaming
311547,3538,2023-05-07,57,local
311548,3653,2024-10-16,46,local
311549,10202,2024-02-24,60,local
311550,7230,2024-05-06,19,local
311551,10926,2024-10-03,55,local
311552,9959,2025-02-18,17,local
311553,2633,2024-06-04,23,local
311554,2850,2023-02-07,20,local
311555,3828,2024-12-25,1,roaming
311556,95,2024-02-02,57,local
311557,3798,2023-03-03,21,local
311558,4415,2024-03-26,35,local
311559,7695,2024-05-16,13,international
311560,5660,2024-04-19,45,local
311561,10390,2023-10-18,28,roaming
311562,5184,2023-05-30,47,international
311563,7878,2025-01-29,42,roaming
311564,5117,2024-09-25,39,roaming
311565,8465,2023-09-06,59,international
311566,11859,2025-01-22,6,roaming
311567,9842,2023-05-08,29,international
311568,4046,2024-04-22,54,international
311569,6645,2023-01-15,28,local
311570,6046,2024-09-03,14,international
311571,8054,2023-06-13,19,international
311572,7368,2025-04-14,19,international
311573,1923,2025-05-03,52,international
311574,3442,2024-09-20,25,international
311575,543,2024-06-23,50,international
311576,724,2025-03-14,20,roaming
311577,9788,2024-08-12,17,local
311578,10435,2023-03-20,36,international
311579,1442,2025-06-06,58,international
311580,9484,2024-03-11,58,roaming
311581,7533,2023-07-19,26,roaming
311582,11515,2024-09-12,19,international
311583,6259,2023-03-30,34,roaming
311584,10953,2023-03-07,48,local
311585,4680,2024-09-26,47,local
311586,11668,2023-04-05,47,international
311587,7719,2024-01-13,21,roaming
311588,497,2024-10-18,14,roaming
311589,1754,2023-01-01,40,local
311590,8674,2025-03-04,35,roaming
311591,2995,2024-09-25,24,international
311592,3140,2024-04-11,40,international
311593,3734,2025-02-04,49,international
311594,7951,2024-06-26,37,roaming
311595,8513,2024-07-25,50,local
311596,1583,2024-08-22,60,international
311597,2678,2023-06-26,14,local
311598,4317,2023-05-13,7,local
311599,10849,2025-05-11,58,local
311600,5415,2023-09-05,18,local
311601,4486,2023-09-25,18,roaming
311602,4810,2023-01-01,55,international
311603,2126,2025-02-14,6,local
311604,2022,2023-06-29,21,roaming
311605,6199,2025-03-12,26,international
311606,9405,2025-03-07,46,international
311607,6731,2023-04-11,8,local
311608,10003,2023-07-15,46,international
311609,3932,2023-02-14,5,roaming
311610,3551,2025-03-17,26,local
311611,3509,2024-08-16,22,roaming
311612,7982,2025-02-08,24,international
311613,7770,2024-05-30,39,international
311614,11188,2024-05-19,46,international
311615,1668,2023-06-22,29,international
311616,5904,2023-04-26,60,international
311617,11347,2024-09-01,11,international
311618,11948,2025-04-12,53,local
311619,120,2023-03-03,52,roaming
311620,6713,2024-09-10,3,local
311621,4458,2023-03-28,33,local
311622,10353,2023-09-04,27,international
311623,2362,2023-02-06,27,international
311624,6986,2023-03-31,1,local
311625,646,2023-03-24,6,roaming
311626,7390,2023-10-07,24,local
311627,11038,2025-03-19,48,roaming
311628,10577,2024-06-27,53,roaming
311629,4018,2023-09-28,29,international
311630,3628,2023-03-14,4,local
311631,1296,2025-01-16,2,international
311632,840,2023-01-03,15,local
311633,8703,2023-12-08,38,international
311634,3668,2024-05-09,3,international
311635,1885,2023-06-29,54,international
311636,5368,2024-01-12,23,local
311637,9493,2024-01-11,59,local
311638,3641,2025-03-16,59,roaming
311639,2088,2023-06-16,42,local
311640,6906,2024-03-18,55,international
311641,701,2024-09-08,58,roaming
311642,425,2023-05-05,31,roaming
311643,11793,2025-01-09,4,roaming
311644,11292,2023-12-30,27,roaming
311645,4836,2024-09-05,47,roaming
311646,608,2023-10-15,21,international
311647,8960,2025-03-01,36,international
311648,8060,2023-05-02,17,roaming
311649,3442,2023-12-29,5,local
311650,220,2023-02-17,18,roaming
311651,5641,2024-12-29,53,local
311652,5175,2024-06-04,12,roaming
311653,8966,2023-11-13,15,international
311654,5406,2024-03-20,33,roaming
311655,6062,2025-01-08,36,international
311656,10149,2024-05-09,53,roaming
311657,4207,2023-09-29,50,local
311658,482,2023-06-03,29,roaming
311659,10091,2023-04-10,5,international
311660,11895,2023-11-12,22,international
311661,1770,2024-10-03,34,international
311662,1048,2023-06-18,2,international
311663,4293,2023-02-08,18,roaming
311664,3241,2025-03-05,20,international
311665,10488,2025-01-10,30,international
311666,8820,2023-05-16,57,international
311667,5015,2023-03-11,15,roaming
311668,2769,2023-03-16,19,roaming
311669,7015,2023-02-06,31,international
311670,9214,2025-05-16,5,roaming
311671,4667,2023-07-28,39,roaming
311672,3705,2024-09-22,55,international
311673,10605,2024-03-27,47,roaming
311674,4241,2024-03-28,27,international
311675,39,2023-12-15,20,international
311676,6157,2024-05-22,17,international
311677,10685,2023-12-11,14,local
311678,4032,2025-03-30,33,international
311679,7863,2024-06-16,9,local
311680,6998,2023-07-02,60,roaming
311681,8106,2025-02-05,42,roaming
311682,4455,2025-01-14,60,local
311683,10380,2023-07-27,53,international
311684,10847,2023-10-31,3,international
311685,10325,2023-04-03,31,roaming
311686,1176,2025-03-16,29,international
311687,7884,2024-10-30,55,local
311688,2563,2023-05-30,36,local
311689,7097,2023-04-23,13,roaming
311690,1796,2023-11-12,12,local
311691,11127,2025-03-09,4,local
311692,8951,2024-05-09,43,local
311693,11260,2023-10-19,47,local
311694,3315,2024-02-23,12,international
311695,10278,2023-12-10,25,local
311696,9485,2023-12-20,10,local
311697,11955,2025-05-05,48,international
311698,2073,2024-09-03,15,local
311699,7035,2024-04-15,17,roaming
311700,5416,2025-03-29,10,roaming
311701,837,2024-06-15,9,international
311702,11100,2025-04-09,2,international
311703,5702,2024-08-31,55,roaming
311704,1736,2024-04-01,49,roaming
311705,3573,2023-03-19,50,local
311706,7160,2023-01-27,57,local
311707,11650,2025-05-11,9,international
311708,11828,2023-01-15,49,local
311709,6995,2023-02-25,13,international
311710,131,2024-07-06,10,international
311711,8478,2023-04-24,23,roaming
311712,7277,2025-01-01,23,roaming
311713,8589,2023-10-11,38,roaming
311714,7791,2024-01-01,46,international
311715,10365,2023-06-13,34,local
311716,735,2024-11-04,57,roaming
311717,9564,2023-08-04,7,roaming
311718,9890,2024-11-02,15,roaming
311719,9455,2024-02-16,15,international
311720,6093,2023-07-10,15,local
311721,3732,2023-09-04,56,international
311722,8470,2025-01-08,27,local
