usage_id,customer_id,usage_date,data_used_mb
408553,5380,2025-02-27,1549
408554,10172,2023-11-21,4520
408555,9772,2024-12-24,3745
408556,7855,2023-10-01,2795
408557,8010,2023-01-26,4563
408558,6027,2023-07-31,1587
408559,618,2023-05-01,4418
408560,2637,2024-07-20,3013
408561,10592,2024-10-12,4746
408562,5212,2024-07-08,3406
408563,8209,2024-08-11,3119
408564,9563,2024-06-06,2119
408565,7980,2025-04-11,1449
408566,3449,2023-02-08,90
408567,9423,2025-02-10,4574
408568,6305,2024-12-16,4016
408569,6747,2025-05-09,4245
408570,11224,2025-03-22,3440
408571,10146,2023-05-05,537
408572,2506,2024-05-02,2319
408573,4989,2023-01-17,3206
408574,5861,2025-03-04,302
408575,3574,2023-09-12,1691
408576,7946,2023-12-20,615
408577,4647,2023-12-05,1684
408578,11894,2024-10-29,798
408579,4016,2024-05-05,703
408580,5012,2023-10-23,1582
408581,6425,2024-06-20,2116
408582,93,2023-06-03,3847
408583,8268,2024-02-23,4542
408584,1317,2023-05-30,3239
408585,4189,2024-07-31,185
408586,6453,2024-02-26,189
408587,4012,2023-03-06,4095
408588,5528,2023-05-22,1958
408589,10993,2024-12-19,2374
408590,2620,2024-04-25,4011
408591,7520,2024-12-06,2017
408592,3491,2024-05-03,4689
408593,2353,2023-05-31,2081
408594,2059,2023-12-01,717
408595,2690,2024-06-30,3049
408596,4173,2025-06-06,3089
408597,9984,2025-03-20,2913
408598,2713,2023-03-16,4327
408599,9728,2025-04-27,1203
408600,11529,2025-05-23,3850
408601,2910,2023-04-08,540
408602,8108,2023-05-10,1750
408603,1550,2025-05-12,2717
408604,10167,2023-10-26,4849
408605,7063,2024-08-17,57
408606,9952,2024-10-05,1991
408607,932,2023-01-13,1574
408608,2930,2025-05-20,435
408609,10293,2024-08-19,4670
408610,7996,2025-04-15,4928
408611,4325,2024-08-13,373
408612,636,2023-01-22,4098
408613,4536,2024-09-10,1698
408614,140,2024-08-05,2000
408615,5060,2023-10-29,2053
408616,4000,2024-03-20,1639
408617,2685,2023-09-03,2445
408618,10953,2023-12-01,4255
408619,1716,2023-05-03,3938
408620,523,2024-07-19,775
408621,3479,2025-02-12,1329
408622,8480,2023-04-20,2798
408623,7341,2025-03-12,951
408624,8858,2024-01-23,965
408625,918,2025-01-26,4836
408626,6617,2025-01-29,1643
408627,4696,2023-06-27,4371
408628,6007,2023-04-04,3502
408629,10243,2023-03-30,1585
408630,6335,2024-09-06,4812
408631,9153,2024-10-28,4821
408632,7796,2023-09-03,1539
408633,7664,2024-04-12,3566
408634,9380,2024-02-17,1847
408635,3203,2025-04-13,3689
408636,10149,2023-12-16,1628
408637,4717,2023-02-11,3166
408638,6364,2025-03-11,4561
408639,1986,2024-01-28,2135
408640,9216,2025-01-25,2364
408641,8639,2023-05-01,4119
408642,3896,2023-03-07,3061
408643,8881,2023-11-22,1099
408644,5485,2023-06-18,337
408645,9117,2024-05-06,3026
408646,11312,2024-09-13,1600
408647,10972,2024-08-20,820
408648,815,2023-05-29,574
408649,2227,2023-04-12,1634
408650,10551,2025-05-11,3925
408651,10223,2024-01-10,202
408652,10313,2023-10-29,4140
408653,8108,2023-06-15,625
408654,280,2024-08-17,3090
408655,9908,2024-03-08,2967
408656,6932,2024-05-05,349
408657,2636,2023-07-26,2966
408658,7207,2023-12-21,2556
408659,6505,2023-05-19,939
408660,6586,2023-07-07,2409
408661,4391,2024-06-30,1970
408662,5336,2024-08-23,247
408663,11998,2023-11-01,430
408664,11862,2023-10-10,2599
408665,5035,2024-07-02,479
408666,2329,2023-08-04,1851
408667,9853,2025-05-14,3158
408668,9863,2024-12-18,2291
408669,1505,2023-07-23,472
408670,130,2023-12-11,3647
408671,8322,2025-03-31,4118
408672,7682,2024-04-06,3349
408673,1330,2025-03-03,2501
408674,9583,2024-11-21,4888
408675,7415,2023-03-09,3152
408676,5235,2023-03-17,3449
408677,3196,2023-03-07,626
408678,5121,2024-11-16,2664
408679,5883,2025-05-28,1984
408680,843,2024-08-08,2533
408681,6282,2025-02-13,4655
408682,1016,2023-03-01,2407
408683,516,2024-11-15,465
408684,4387,2023-05-20,2122
408685,8993,2024-12-15,915
408686,10771,2023-06-07,497
408687,332,2025-05-11,3942
408688,10365,2024-06-22,3363
408689,5777,2023-11-23,337
408690,3344,2023-11-01,2490
408691,5331,2023-07-20,3338
408692,6000,2023-12-27,720
408693,6760,2024-02-22,2643
408694,5502,2024-02-14,1250
408695,5484,2023-04-10,2927
408696,5753,2024-11-12,3698
408697,7332,2024-04-04,3460
408698,2575,2024-02-08,4225
408699,5667,2024-11-30,2198
408700,299,2023-12-07,4166
408701,4241,2025-03-11,4582
408702,11464,2024-08-28,4625
408703,1041,2023-10-01,1416
408704,10248,2023-02-17,2461
408705,6967,2024-12-06,2645
408706,2034,2023-04-26,4601
408707,610,2024-11-27,4033
408708,7592,2025-04-12,1131
408709,5701,2023-02-26,2537
408710,5590,2025-05-11,4794
408711,8886,2024-05-07,2073
408712,5856,2025-04-24,604
408713,1477,2023-09-29,3282
408714,194,2023-01-17,527
408715,3165,2024-02-01,1525
408716,8100,2023-05-04,1662
408717,342,2024-06-16,1861
408718,11830,2025-01-01,3919
408719,4545,2025-04-29,652
408720,4246,2023-03-01,3334
408721,11125,2023-07-02,565
408722,1379,2023-06-23,3591
408723,6097,2023-02-26,236
408724,5516,2024-04-21,2450
408725,10376,2024-01-21,141
408726,7413,2023-01-21,4928
408727,1429,2024-05-17,1364
408728,7334,2024-05-15,930
408729,11110,2025-06-08,4139
408730,2557,2023-11-10,1576
408731,9065,2025-04-29,741
408732,9481,2023-06-09,2855
408733,7227,2024-09-03,2145
408734,11283,2023-01-15,3152
408735,249,2024-07-19,4767
408736,1557,2023-07-28,1048
408737,8902,2023-09-10,3866
408738,3310,2023-10-18,966
408739,3162,2024-12-29,1541
408740,7302,2024-06-22,3050
408741,2085,2023-04-19,3839
408742,10642,2023-01-28,530
408743,9919,2024-02-23,1895
408744,8358,2024-04-24,2609
408745,5807,2024-05-23,636
408746,11900,2023-02-25,3889
408747,4224,2024-04-15,2519
408748,2093,2025-01-27,1896
408749,7171,2025-05-28,4017
408750,9347,2024-02-19,3727
408751,6872,2024-03-15,3960
408752,2501,2024-05-11,1882
408753,3007,2024-02-03,3161
408754,3568,2023-05-19,184
408755,2774,2025-05-29,3717
408756,8028,2023-09-03,2385
408757,7289,2024-01-12,4459
408758,4362,2023-04-10,1422
408759,6895,2023-07-08,1286
408760,8062,2024-03-12,778
408761,7865,2024-10-27,730
408762,732,2024-02-06,2672
408763,10792,2024-01-23,3920
408764,4955,2024-07-16,2234
408765,5763,2023-01-25,428
408766,7261,2023-03-06,1916
408767,5641,2024-05-18,3513
408768,8970,2023-02-02,3801
408769,4212,2025-01-28,4346
408770,9465,2023-03-16,630
408771,573,2023-05-21,2086
408772,6639,2024-07-25,194
408773,11344,2025-01-04,4504
408774,6239,2024-07-24,3503
408775,2158,2024-09-09,4856
408776,8012,2025-04-10,3354
408777,1480,2025-06-05,2772
408778,7230,2023-10-24,1856
408779,5309,2024-03-07,1138
408780,5073,2023-04-05,407
408781,212,2024-12-19,2908
408782,2713,2025-04-06,946
408783,688,2024-11-04,2529
408784,11311,2023-12-17,553
408785,6468,2025-06-01,3958
408786,11791,2024-12-13,2142
408787,5482,2024-07-11,1090
408788,7539,2023-10-12,1448
408789,10062,2023-10-12,3012
408790,7816,2023-07-02,4957
408791,2984,2024-04-25,2925
408792,8547,2025-02-02,1414
408793,62,2023-06-01,2444
408794,1855,2023-01-22,467
408795,10934,2024-02-13,2041
408796,5374,2025-05-06,1381
408797,4857,2023-11-10,4229
408798,2438,2025-01-12,4004
408799,3759,2025-03-16,3883
408800,2019,2023-01-01,2990
408801,11675,2025-03-09,1264
408802,9179,2023-09-09,3864
408803,4882,2024-04-19,3112
408804,1942,2024-05-23,3520
408805,11898,2024-09-06,2512
408806,1581,2024-04-22,169
408807,3000,2025-03-10,767
408808,10658,2024-11-20,3148
408809,5530,2023-12-06,2218
408810,7404,2023-07-23,2348
408811,5773,2025-04-09,2655
408812,11672,2023-06-18,4577
408813,5476,2024-10-07,1682
408814,3566,2025-04-13,3280
408815,9676,2025-05-17,1616
408816,10862,2023-09-20,825
408817,8378,2023-10-25,3942
408818,17,2024-02-26,3417
408819,3343,2023-11-13,4809
408820,8865,2023-10-06,4460
408821,5667,2023-03-26,3627
408822,3479,2024-07-02,212
408823,4477,2023-01-26,3726
408824,10835,2025-03-08,319
408825,7316,2024-12-13,4777
408826,3954,2024-03-01,4702
408827,5890,2023-06-17,2280
408828,2366,2023-11-09,826
408829,11771,2023-04-16,2066
408830,1831,2024-02-16,598
408831,10391,2023-12-29,1547
408832,9841,2024-09-22,4533
408833,4096,2024-02-01,1412
408834,5592,2025-01-28,202
408835,6772,2024-04-28,3629
408836,5323,2024-01-16,480
408837,3357,2025-04-24,1988
408838,4612,2024-02-21,2131
408839,8516,2023-05-01,4599
408840,3384,2024-12-23,2630
408841,2226,2024-02-06,4117
408842,11845,2024-06-20,352
408843,11388,2023-01-09,1284
408844,354,2024-03-18,90
408845,2265,2024-08-21,189
408846,1535,2023-11-28,4453
408847,10941,2024-06-24,1300
408848,9543,2025-03-22,134
408849,3758,2024-05-19,2565
408850,9811,2023-09-27,474
408851,11123,2025-06-02,543
408852,9135,2025-03-17,1511
408853,1523,2025-05-29,2907
408854,1708,2023-06-23,4122
408855,2375,2024-01-13,1204
408856,5707,2023-09-01,2418
408857,10570,2024-03-07,4088
408858,3391,2025-01-04,1987
408859,9102,2025-04-10,2357
408860,5277,2023-12-16,4815
408861,431,2023-11-23,4198
408862,2752,2024-08-12,1420
408863,5092,2023-03-31,4108
408864,7141,2024-10-15,2320
408865,4382,2023-05-29,2538
408866,4145,2023-12-04,2890
408867,9626,2023-04-30,160
408868,3154,2023-11-20,4433
408869,8367,2024-03-23,2085
408870,1044,2024-01-19,489
408871,6350,2023-05-27,3616
408872,6707,2024-01-25,1714
408873,8613,2025-04-05,1282
408874,11746,2024-02-01,1035
408875,1867,2024-04-19,1113
408876,11774,2025-01-23,1184
408877,1066,2024-05-22,4579
408878,11164,2024-01-25,2048
408879,1894,2023-04-24,1964
408880,10848,2025-01-25,443
408881,1074,2025-03-25,1002
408882,2250,2024-03-20,456
408883,3077,2023-07-06,1487
408884,580,2024-02-12,1708
408885,8819,2025-06-13,3789
408886,10791,2025-01-26,1840
408887,7984,2023-05-24,487
408888,5770,2024-03-01,2489
408889,11075,2024-05-25,2965
408890,9689,2023-07-02,1663
408891,11789,2025-02-18,850
408892,10048,2024-03-10,639
408893,151,2024-10-16,3820
408894,6871,2025-04-17,4552
408895,248,2025-02-20,792
408896,2298,2023-07-13,2803
408897,5696,2024-09-11,1458
408898,6850,2023-02-05,2634
408899,1583,2023-04-26,1888
408900,7822,2023-08-27,592
408901,7650,2024-03-25,360
408902,1106,2023-11-19,3846
408903,7870,2025-04-13,1133
408904,10459,2024-07-06,1468
408905,7746,2023-06-02,860
408906,281,2025-01-19,2566
408907,9412,2023-06-22,522
408908,8732,2024-09-17,4362
408909,7031,2023-03-15,2846
408910,9950,2023-11-28,787
408911,7363,2023-03-20,4060
408912,11758,2024-03-29,1063
408913,11095,2025-05-11,4151
408914,1385,2024-10-03,3574
408915,4988,2025-02-21,2022
408916,5509,2024-07-27,4615
408917,9725,2023-04-12,976
408918,8080,2023-11-24,4267
408919,753,2023-07-06,3762
408920,5053,2025-05-25,2197
408921,6687,2024-07-15,4495
408922,2446,2023-02-08,2718
408923,9508,2023-03-05,4128
408924,9136,2025-04-27,1738
408925,11555,2023-06-27,4720
408926,9599,2023-10-29,1929
408927,4539,2024-09-26,3517
408928,11709,2023-12-14,638
408929,5447,2024-06-26,1584
408930,3420,2024-04-07,1200
408931,7222,2023-04-21,1798
408932,2814,2024-10-14,3650
408933,1492,2023-09-19,3655
408934,7353,2024-06-22,3885
408935,7703,2023-05-02,527
408936,3951,2024-04-21,2671
408937,11124,2023-03-14,3485
408938,9905,2024-09-30,3597
408939,10845,2024-12-21,877
408940,9327,2023-08-26,4630
408941,829,2024-04-09,4552
408942,3890,2024-03-19,2163
408943,10214,2024-03-06,857
408944,2910,2024-07-29,596
408945,7927,2024-06-05,2639
408946,9253,2024-04-06,2935
408947,4158,2025-01-14,1718
408948,4292,2024-06-06,89
408949,10170,2025-04-06,1290
408950,9489,2023-03-22,4652
408951,6678,2023-10-10,3014
408952,6873,2024-01-02,2371
408953,2306,2023-12-03,1212
408954,10530,2024-03-01,4152
408955,11032,2023-07-02,73
408956,2487,2023-04-08,4603
408957,7067,2023-09-03,299
408958,9435,2025-04-06,4845
408959,11761,2023-01-30,3326
408960,5892,2024-12-10,3982
408961,6257,2024-12-09,1284
408962,10784,2023-06-14,2161
408963,3396,2023-03-07,2529
408964,7573,2025-04-16,3193
408965,7156,2024-05-24,134
408966,9920,2024-02-13,2821
408967,10402,2024-08-22,3979
408968,5721,2024-07-14,1991
408969,5647,2024-06-14,3602
408970,8048,2024-05-08,1419
408971,9668,2024-05-24,2079
408972,11983,2023-01-07,4877
408973,6725,2023-10-24,2326
408974,10194,2023-04-22,3841
408975,1889,2023-09-17,3207
408976,1161,2024-06-13,2682
408977,4530,2024-11-15,534
408978,11285,2025-03-29,2770
408979,4850,2024-03-21,4858
408980,1584,2023-03-28,4327
408981,8886,2023-08-19,1373
408982,10616,2023-09-01,3842
408983,5416,2023-09-19,2479
408984,8619,2023-10-15,462
408985,5209,2024-06-16,3396
408986,5261,2024-01-04,4081
408987,6110,2023-08-09,1476
408988,8001,2023-05-09,2658
408989,9073,2024-05-19,4721
408990,5893,2024-05-02,1298
408991,424,2023-10-11,3003
408992,2634,2023-05-28,1368
408993,7742,2024-10-12,3826
408994,10174,2023-09-30,4182
408995,7652,2023-11-22,4715
408996,8202,2024-09-23,2297
408997,4987,2023-06-14,3471
408998,6625,2024-11-29,2319
408999,2611,2023-12-01,1149
409000,1895,2025-05-02,2281
409001,5888,2025-02-14,2311
409002,1058,2023-08-04,4720
409003,11430,2023-10-03,4633
409004,9398,2024-01-30,4343
409005,8218,2025-01-01,1278
409006,10143,2024-10-05,2480
409007,3877,2024-02-23,836
409008,779,2024-03-20,2094
409009,7651,2024-11-09,2651
409010,10903,2024-06-10,4072
409011,3626,2025-01-21,4519
409012,6397,2023-08-13,4481
409013,2380,2024-01-09,4610
409014,11963,2023-07-11,3177
409015,1713,2025-01-31,3446
409016,8887,2024-04-25,2241
409017,8468,2024-08-16,4037
409018,5899,2024-11-04,3665
409019,11866,2025-05-01,1980
409020,1828,2023-05-14,1644
409021,3197,2024-07-21,2348
409022,11163,2025-01-09,2053
409023,8143,2024-05-23,2354
409024,9261,2023-10-18,308
409025,6376,2024-06-24,2565
409026,9822,2025-03-29,1447
409027,1054,2025-05-14,280
409028,1390,2024-10-29,3111
409029,10026,2024-05-01,3443
409030,3874,2024-09-30,1963
409031,3400,2024-04-28,1475
409032,8800,2025-05-13,3048
409033,3759,2024-01-13,4103
409034,6865,2025-04-15,4579
409035,8499,2023-07-08,2716
409036,5688,2024-07-23,3763
409037,9366,2024-09-04,453
409038,6112,2024-04-23,4004
409039,9813,2023-08-28,321
409040,10993,2024-05-07,3340
409041,644,2024-11-05,1161
409042,9241,2023-11-27,1245
409043,10492,2024-04-18,2855
409044,448,2025-06-14,1221
409045,314,2025-01-23,871
409046,11898,2025-03-27,3604
409047,1245,2024-12-11,378
409048,6368,2024-08-21,310
409049,11062,2024-05-02,739
409050,5449,2024-08-22,2791
409051,5060,2024-12-01,673
409052,2669,2024-07-16,3006
409053,6862,2024-02-23,3727
409054,6693,2024-05-22,1256
409055,11400,2024-12-15,362
409056,2732,2023-07-08,3565
409057,6135,2025-03-16,4987
409058,6715,2024-04-01,347
409059,1857,2024-01-28,1087
409060,11331,2023-10-10,1702
409061,7802,2024-12-06,3390
409062,698,2025-05-05,2781
409063,635,2023-05-17,2356
409064,4622,2024-03-17,1777
409065,3851,2024-03-10,3284
409066,9205,2025-04-15,4007
409067,9819,2023-10-01,3109
409068,11376,2024-04-26,2669
409069,5066,2023-09-03,3536
409070,627,2023-11-13,453
409071,6950,2023-07-22,3979
409072,2090,2023-12-18,2539
409073,1575,2024-12-17,778
409074,2843,2023-11-25,2938
409075,3147,2024-01-22,794
409076,2321,2023-08-19,924
409077,8252,2023-06-18,3222
409078,11481,2023-09-02,3525
409079,6698,2024-07-06,1649
409080,6007,2023-06-14,4466
409081,3978,2024-10-12,3409
409082,398,2024-05-16,4515
409083,4843,2023-08-20,1853
409084,4783,2025-05-17,2605
409085,9110,2024-07-14,662
409086,6124,2024-02-03,4484
409087,10833,2024-05-25,55
409088,5865,2024-06-19,3123
409089,5267,2023-09-15,3716
409090,11141,2023-04-16,1041
409091,10863,2024-04-24,3253
409092,9998,2024-05-20,1874
409093,7785,2023-03-08,1775
409094,610,2023-10-30,4945
409095,11082,2024-10-08,2945
409096,1584,2023-02-19,2437
409097,2332,2023-01-28,4342
409098,9949,2024-02-01,1083
409099,9793,2023-06-18,4635
409100,7506,2024-10-10,140
409101,8906,2024-12-15,956
409102,11181,2024-05-28,3062
409103,8441,2024-12-25,1702
409104,5654,2023-04-15,2014
409105,10035,2024-05-10,2459
409106,2009,2025-01-03,2901
409107,1659,2024-05-08,4031
409108,10559,2024-12-18,4488
409109,2522,2024-03-24,4735
409110,11714,2025-04-06,4060
409111,2077,2024-10-21,1813
409112,8452,2025-01-25,1198
409113,1780,2024-09-18,4278
409114,10328,2025-01-16,1869
409115,8028,2024-01-25,4671
409116,11284,2023-11-08,3125
409117,11853,2023-08-13,1587
409118,5789,2025-05-25,1307
409119,5382,2023-10-02,2284
409120,3345,2023-03-03,4762
409121,2937,2025-05-22,3626
409122,8476,2023-10-07,3925
409123,3903,2024-11-19,522
409124,8156,2023-11-08,4233
409125,3188,2023-06-13,2316
409126,9898,2024-04-29,2073
409127,2850,2024-05-25,1729
409128,11367,2024-06-06,4000
409129,990,2023-06-09,1707
409130,5923,2024-01-20,2624
409131,9346,2025-04-26,1849
409132,7170,2023-12-19,4731
409133,5922,2024-11-20,599
409134,9310,2023-05-19,2110
409135,4105,2024-01-05,2647
409136,6830,2025-02-19,901
409137,3615,2023-05-13,4579
409138,5644,2025-01-20,2461
409139,1659,2025-06-09,1671
409140,9219,2024-11-05,4282
409141,4643,2024-10-21,862
409142,6659,2023-03-05,3474
409143,2576,2023-03-03,845
409144,2642,2024-04-09,3038
409145,711,2023-11-18,2360
409146,7501,2024-06-12,248
409147,3572,2024-06-03,4102
409148,5062,2023-08-05,1739
409149,9976,2023-12-10,3782
409150,67,2024-02-15,4168
409151,763,2025-05-16,2198
409152,4921,2023-01-12,2173
409153,6643,2024-09-07,641
409154,3290,2023-04-04,4813
409155,1460,2024-10-18,808
409156,5512,2023-02-28,1571
409157,5465,2023-05-28,964
409158,9998,2023-03-14,2433
409159,8016,2025-03-27,2426
409160,2990,2025-03-04,1010
409161,4098,2024-04-15,1809
409162,1320,2024-09-19,3436
409163,10089,2023-09-30,2721
409164,7427,2023-02-06,2669
409165,11106,2025-03-27,2183
409166,10861,2024-04-24,1718
409167,6958,2025-02-13,3034
409168,3243,2023-02-16,2855
409169,6224,2024-12-02,4940
409170,2672,2025-03-07,1945
409171,4956,2025-05-26,1483
409172,11101,2025-01-12,3175
409173,10744,2024-02-17,3416
409174,6171,2025-01-14,770
409175,9628,2025-03-29,2957
409176,2071,2024-06-11,84
409177,2313,2025-05-10,2372
409178,10785,2024-02-26,867
409179,2742,2023-12-13,4186
409180,5420,2024-01-25,3125
409181,1755,2024-11-11,2609
409182,10562,2024-02-15,4930
409183,10625,2024-08-29,2579
409184,4766,2023-10-21,1407
409185,11487,2023-07-20,2936
409186,9539,2024-11-02,3061
409187,4060,2024-01-26,3741
409188,10793,2024-09-04,3360
409189,5154,2023-09-23,535
409190,11879,2024-06-22,2761
409191,1439,2023-12-15,2635
409192,5818,2024-02-24,3084
409193,2654,2024-11-15,108
409194,10936,2025-04-02,343
409195,8831,2023-10-03,3264
409196,8215,2025-01-24,4322
409197,8516,2024-07-10,3509
409198,8040,2023-04-11,1936
409199,9025,2025-06-01,410
409200,8287,2024-10-04,89
409201,8533,2023-06-23,1864
409202,8947,2024-11-27,2064
409203,11745,2024-11-06,2377
409204,568,2024-05-31,4387
409205,11818,2024-05-05,3312
409206,10372,2025-06-15,713
409207,2887,2023-11-03,2458
409208,3974,2025-02-04,2058
409209,841,2023-07-30,726
409210,9829,2024-07-27,1611
409211,7368,2025-01-29,3207
409212,1080,2024-04-24,2191
409213,3074,2023-12-31,4428
409214,1773,2024-01-07,3754
409215,8150,2025-04-08,4519
409216,4513,2023-12-20,2713
409217,3193,2024-07-11,953
409218,9714,2024-08-05,2494
409219,5149,2025-02-15,4002
409220,11948,2025-01-31,3299
409221,9381,2024-12-30,960
409222,11983,2023-04-13,708
409223,5654,2024-04-25,3246
409224,2494,2023-08-14,2801
409225,869,2023-03-22,2008
409226,8717,2023-03-02,1950
409227,10236,2023-02-18,3391
409228,8479,2024-02-24,1477
409229,5037,2024-11-17,3064
409230,9560,2023-06-28,4491
409231,4924,2024-03-30,1981
409232,10250,2025-02-05,956
409233,3808,2025-03-06,2344
409234,11422,2025-04-11,2495
409235,6225,2023-03-09,2315
409236,138,2024-05-18,4426
409237,6726,2024-05-04,1348
409238,6231,2024-05-07,298
409239,10493,2025-04-04,3988
409240,6092,2023-12-11,507
409241,10880,2024-10-22,988
409242,384,2024-01-14,2492
409243,1727,2024-10-31,745
409244,11855,2023-01-12,2412
409245,9316,2024-11-02,538
409246,3379,2024-08-14,2101
409247,6384,2024-10-15,419
409248,5241,2024-05-07,1574
409249,11074,2024-10-15,4869
409250,4528,2025-06-13,148
409251,62,2023-04-19,1175
409252,5492,2023-10-02,1889
409253,8259,2024-01-31,3027
409254,5939,2023-01-06,4065
409255,5660,2023-02-06,3890
409256,7411,2023-09-18,1699
409257,2855,2024-03-14,2409
409258,10997,2024-04-14,4926
409259,10239,2023-10-03,1935
409260,7502,2023-12-02,1733
409261,11410,2024-12-01,156
409262,11785,2025-05-15,253
409263,6094,2023-11-29,3329
409264,7562,2025-02-20,1153
409265,11307,2024-05-08,2113
409266,6275,2023-05-24,2463
409267,1550,2023-07-08,3083
409268,3418,2025-06-04,251
409269,4534,2024-09-13,3610
409270,7110,2023-02-22,1234
409271,1575,2023-07-10,3855
409272,11954,2024-10-19,2729
409273,7628,2024-10-09,2144
409274,3336,2025-03-03,896
409275,271,2023-02-18,155
409276,2689,2024-07-04,4339
409277,3696,2023-12-03,2473
409278,464,2024-09-22,1407
409279,9432,2024-03-25,2799
409280,3135,2024-10-05,3839
409281,10636,2024-02-20,739
409282,3470,2025-05-17,1722
409283,2537,2023-09-14,4541
409284,7892,2025-05-04,3276
409285,7045,2024-06-19,598
409286,7844,2023-02-13,247
409287,8152,2023-10-13,429
409288,7743,2024-03-29,2216
409289,6866,2023-09-04,2100
409290,7604,2023-03-14,3260
409291,11506,2024-01-24,3535
409292,2290,2024-12-27,2808
409293,241,2024-05-14,4250
409294,6575,2024-10-16,1375
409295,2319,2024-06-07,1773
409296,128,2025-02-06,4008
409297,6786,2024-11-02,1712
409298,7617,2024-01-04,636
409299,2994,2023-03-27,4004
409300,6530,2023-03-18,3281
409301,5769,2024-06-17,4457
409302,11881,2024-09-09,3038
409303,4099,2023-05-14,350
409304,1117,2023-04-29,3302
409305,6668,2023-02-15,4633
409306,969,2023-09-26,1793
409307,9339,2023-11-21,3015
409308,7923,2023-04-19,1566
409309,420,2024-10-07,1037
409310,464,2023-02-15,1025
409311,7170,2023-09-23,4177
409312,3637,2023-09-11,750
409313,9471,2023-02-05,3574
409314,10851,2024-09-17,3229
409315,1967,2024-06-20,4707
409316,5414,2025-03-10,2430
409317,9927,2025-04-30,1679
409318,1946,2024-07-04,738
409319,1114,2025-03-08,378
409320,6772,2025-02-23,3014
409321,6445,2024-10-14,4220
409322,6336,2023-06-07,644
409323,5946,2025-03-30,1843
409324,6135,2023-11-23,1164
409325,5175,2024-01-07,1563
409326,9821,2023-01-04,3601
409327,10676,2024-09-24,1636
409328,6998,2023-03-27,1953
409329,10242,2024-12-21,2083
409330,6831,2023-03-27,2163
409331,3740,2024-09-06,751
409332,3364,2024-04-16,1313
409333,10713,2025-05-30,3027
409334,4821,2023-03-16,3183
409335,185,2024-07-14,2479
409336,2479,2023-01-06,2385
409337,1926,2025-02-27,347
409338,11253,2025-05-05,3805
409339,9326,2025-01-15,2490
409340,2808,2023-12-30,4788
409341,9147,2024-02-16,2713
409342,4697,2023-04-27,4062
409343,8564,2025-04-02,2707
409344,6505,2024-10-10,578
409345,4573,2024-07-03,2827
409346,5841,2024-06-18,3543
409347,6353,2024-07-31,1240
409348,9944,2025-01-28,634
409349,3218,2025-05-14,4257
409350,5306,2024-09-20,1492
409351,233,2023-10-10,1884
409352,8488,2025-06-04,2853
409353,3915,2023-02-04,3376
409354,968,2024-05-06,1653
409355,2736,2024-07-21,2985
409356,10060,2025-01-03,897
409357,7710,2024-03-12,2873
409358,3318,2025-04-29,1499
409359,9871,2025-01-22,1638
409360,10132,2023-12-08,2037
409361,403,2023-08-14,1445
409362,1591,2024-10-25,135
409363,7087,2024-10-12,4523
409364,8738,2023-02-07,349
409365,98,2025-03-06,4890
409366,29,2025-01-12,838
409367,7959,2024-11-04,994
409368,5624,2023-02-18,1669
409369,5876,2024-09-14,3831
409370,7247,2024-04-24,4486
409371,11595,2025-03-20,1039
409372,670,2024-02-04,206
409373,10581,2023-11-14,1483
409374,7153,2025-03-29,3187
409375,7616,2024-02-17,633
409376,7488,2023-03-13,4797
409377,3452,2023-11-04,72
409378,359,2023-06-26,1581
409379,4037,2025-03-05,2533
409380,2163,2023-11-18,1877
409381,2250,2023-06-17,2158
409382,11688,2023-10-07,4522
409383,3778,2025-05-22,4487
409384,7475,2024-03-10,571
409385,6831,2025-03-05,2494
409386,5959,2024-05-08,274
409387,1356,2023-11-17,4199
409388,8458,2024-08-31,4764
409389,2893,2025-05-04,2640
409390,11447,2024-09-27,1829
409391,300,2024-06-07,4116
409392,2083,2024-03-26,2570
409393,6568,2023-04-27,2492
409394,3058,2023-06-01,2280
409395,7823,2024-05-17,2547
409396,7042,2025-01-14,714
409397,3261,2023-04-24,331
409398,890,2024-08-18,3913
409399,7524,2024-03-07,3004
409400,951,2024-04-07,3890
409401,5144,2024-11-04,3005
409402,990,2023-06-30,4512
409403,10253,2023-06-11,605
409404,10132,2023-04-15,480
409405,5748,2023-04-19,1640
409406,3019,2024-11-04,3865
409407,9829,2023-10-19,4260
409408,4759,2023-12-09,924
409409,8097,2024-04-08,1216
409410,4494,2023-01-06,4448
409411,7409,2024-03-13,4137
409412,6778,2024-02-29,601
409413,9139,2024-11-04,82
409414,6133,2024-02-05,1974
409415,5281,2024-05-12,3447
409416,9385,2023-06-08,293
409417,6449,2023-05-27,2505
409418,5886,2024-06-26,364
409419,11025,2025-03-03,4721
409420,8145,2023-11-20,1932
409421,10516,2023-03-13,2306
409422,3047,2024-02-17,2901
409423,2098,2024-04-07,3308
409424,5177,2023-06-02,734
409425,6132,2023-03-24,436
409426,9737,2024-02-09,4235
409427,3831,2024-12-30,3203
409428,7703,2024-07-02,4608
409429,1943,2023-07-11,4017
409430,6269,2023-11-12,2314
409431,3149,2025-04-08,763
409432,6667,2023-12-19,1903
409433,2500,2024-03-07,1011
409434,3534,2024-08-03,295
409435,10894,2024-01-01,3258
409436,6941,2024-02-21,2881
409437,6579,2023-01-05,150
409438,8225,2024-02-09,840
409439,497,2023-11-29,1186
409440,9763,2023-06-16,508
409441,2881,2024-04-20,2164
